,ID,dd_sentiment_np,ndtv_sentiment_np,tn_sentiment_np
641,670,"{'Treasurer': 0.0, 'Secretary Durai Murugan': 0.0, 'General Secretary': 0.0, 'nomination': 0.0, 'Kalaignar Arangam': 0.0, 'General Council meeting': 0.0, 'consequences': 0.0, 'sole candidate': 0.0, 'Commander': 0.0, 'meeting': 0.0}","{'election': 0.0, 'post': 0.0, 'consequences': -0.708985, 'general council meeting': 0.0, 'five-time Tamil Nadu': 0.0}","{'art': 0.0, 'blow': 0.0, 'education': 0.0, 'Minister Narendra Modi': 0.07292133333333332, 'state': 0.0, 'governors': 0.0, 'attack': 0.0, 'Centre': 0.751289, 'challenge': -0.3008855, 'religion': 0.0, 'Chief Minister Edappadi': 0.07292133333333332, 'Tamil Nadu government': 0.612905, 'people': 0.0, 'Education': 0.0, 'secular principles': -0.601771}"
642,671,"{'maritime security': 0.61674, 'continuous efforts': 0.61674}","{'Ms': 0.627701, 'vision': 0.0, 'collective action': 0.0, 'initiative': 0.0, 'rich mineral deposits': 0.0, 'cent': 0.0, 'China': 0.25493, 'India': 0.2206905, 'climate': 0.8495, 'Road': 0.0, 'importance': 0.920829, 'foreign policy': 0.7708125, 'major sea lanes': 0.0, 'Southeast Asian Nations': 0.0, 'stability': 0.731095, 'primary responsibility': 0.690115, 'busiest waterways': -0.668826, 'region': -0.349639, 'world': -0.062270500000000006, 'Sri Lanka': 0.0, 'important trade': 0.2831666666666667, 'Belt': 0.0, 'important priority': 0.42475, 'Middle East': 0.0, 'President Xi Jinping': 0.582781, 'Vietnam': -0.808561, 'Economic prosperity': 0.703309, 'China footprints': 0.25493, 'global trade': 0.0, 'economic importance': 0.709906, 'China Pakistan-Economic Corridor': 0.25493, 'inter-dependent world': -0.062270500000000006, 'significance': 0.773707, 'container shipment': 0.0}","{'challenges': 0.0, 'vision': 0.45267175000000004, 'idea': 0.548292, 'concept': -0.783421, 'anti-piracy': 0.0, 'Humanitarian Assistance': 0.0, 'India': 0.0, 'climate': 0.019584500000000005, 'South-East Asia': 0.25468233333333334, 'five-day visit': 0.0, 'Security': -0.04360649999999999, 'diverse nature': 0.0, 'threats': -0.783421, 'renewable energy': 0.686339, 'country': 0.396564, 'stability': 0.850606, 'security': -0.04360649999999999, 'regional maritime architecture': -0.02099775000000001, 'region': 0.5753725000000001, 'peace': 0.7530635, 'IORA': 0.66453, 'Indo-Pacific region': 0.5753725000000001, 'Vietnam': 0.964601, 'EAM': 0.964601, 'South Asia': 0.25468233333333334, 'private maritime security': 0.12244339999999998, 'economic importance': 0.3820235, 'maritime safety': -0.02099775000000001, 'Disaster Relief': -0.3917105, 'common vision': 0.45267175000000004}"
643,672,"{'possible Central assistance': 0.934229, 'grief': -0.881647, 'heroic rescue effort': 0.933947, 'indomitable spirit': 0.944537, 'calamity': 0.944537}","{'Disaster': -0.472151, 'disaster': -0.472151, 'families': -0.946868, 'plants': -0.651837, 'sympathies': -0.774487, 'monsoon': 0.87533, 'human life': -0.41919150000000005, 'country': -0.686867, 'example': -0.653809, 'Loss': -0.747373, 'sheer grit': -0.319876, 'state': 0.617718, 'Twitter': -0.715425, 'facets': -0.891719, 'walks': -0.622585, 'courage': 0.617718, 'PM': -0.123591, 'relief operations': 0.741271, 'crore Indians': -0.49832, 'relief': 0.741271, 'solidarity': -0.622585, 'new ray': -0.651837}","{'Rakshabandhan': 0.969692, 'best MPs': 0.9240693333333333, 'Muslim women': -0.485758, 'moon': 0.969692, 'beloved Atal Ji': 0.1292235, 'various facets': 0.657714, 'achievements': 0.962356, 'occasion': 0.969692, 'good governance': 0.818318, 'India': 0.962356, 'nation': 0.467027, 'social harmony': 0.911611, 'Vajpayee': 0.962356, 'triple talaq': 0.708047, 'demise': -0.686788, 'Sanskrit': 0.016523999999999983, 'Shivamoga district': -0.810153, 'Karnataka': -0.810153, 'Lok Sabha': 0.425552, 'people': 0.32985, 'village Mattur': -0.323729}"
644,673,"{'Triveni Sangam': 0.0, 'sea': 0.0, 'floral tributes': 0.912854, 'people': 0.912854, 'respects': 0.912854}","{'Bihari Vajpayee ashes': -0.36512575, 'good thing': 0.0, 'Sena': 0.0, 'political colour': -0.2811916666666667, 'person': -0.7138175, 'BJP leaders': -0.579737, 'party mouthpiece Saamana': -0.09147066666666666, 'veteran BJP leaders': -0.6290098749999999, 'true obituary': -0.97392, 'importance': -0.913148, 'ashes': -0.3523104, 'national event': 0.0, 'Vajpayee ashes': -0.36512575, 'Bihari Vajpayee': -0.1483416, 'Mr Vajpayee': -0.2898635, 'Vajpayee': -0.2898635, 'country': 0.2819315, 'BJP': -0.7859233333333333, 'party officials': -0.09147066666666666, 'Similar incidents': 0.597978, 'political boundaries': -0.2811916666666667, 'greatness': 0.0, 'president Rahul Gandhi': 0.309385, 'remarks': -0.856814, 'various political parties': -0.0548824, 'party': -0.09147066666666666, 'person thoughts': -0.7138175, 'leaders': -0.5348618, 'party mouthpiece': -0.09147066666666666, 'affection': -0.453715, 'BJP ashes': -0.3814313333333333, 'parties': -0.09147066666666666}","{'officials': -0.057396999999999976, 'urn': 0.996686, 'sources': -0.935077, 'state': 0.8308873333333334, 'district officials': -0.03826466666666665, 'BJP': 0.3031098, 'Local Bharatiya Janata': 0.571432, 'Raman Singh': 0.994827, 'MLAs': 0.571432, 'CM Raman Singh': 0.994827, 'Karuna Shukla': 0.735769, 'Ganga river': 0.7861603333333335, 'legislator Ram Chowdhary': -0.935077, 'boat': -0.890806, 'Bihari Vajpayee': 0.6794123333333334, 'people': -0.88633, 'ceremony': 0.0, 'MP': -0.1818225, 'Police Dilip Kumar': -0.5923773333333333, 'water': 0.571432}"
645,674,"{'president': 0.0, 'secretary Durai Murugan': 0.0}","{'Karunanidhi': 0.18009366666666668, 'MLA': 0.0, 'Chennai': 0.0, 'fore': 0.0, 'arrival': 0.2701405, 'Raja': 0.540281, 'Twitter': 0.0, 'process': 0.0, 'Chief Minister': 0.0, 'president': 0.0, 'prison': 0.0, 'true loyalists': 0.0, 'treasurer': 0.0, 'reporters': 0.0, 'rousing reception': 0.540281}","{'Karunanidhi': -0.1796042, 'widespread support': 0.0, 'post': -0.22117725, 'haste': -0.911215, 'presidency': -0.911215, 'care': 0.0, 'supremacy': 0.0, 'Alagiri supporters': 0.0, 'Alagiri': 0.0, 'resolutions': 0.0, 'youth wing': 0.0, 'true loyalists': 0.0, 'treasurer': 0.0, 'principal secretary Duraimurugan': 0.0, 'threat': -0.884709}"
646,675,"{'EAM': 0.0, 'nation': 0.782599, 'Pham Binh Minh': 0.713931, 'Prime': 0.811684, 'Cambodia': 0.800264, 'Indian Ocean Conference': 0.0}","{'India cooperation': -0.2559646, 'External Affairs': 0.0, 'bilateral issues': 0.163678, 'areas': 0.0, 'resource-rich South China': 0.0, 'dispute': 0.0, 'territorial disputes': 0.0, 'extensive talks': 0.327356, 'SCS': 0.0, 'South China Sea': 0.0, 'Twitter': -0.715425, 'Cambodia': -0.502555, 'political leadership': 0.327356, 'China': 0.0, 'hands': 0.0, 'India': -0.2559646, 'Vietnam': -0.222402, 'commercial operation': 0.0, 'sides': 0.0, 'sensitive issue': 0.163678, 'Natural Gas Corporation': 0.0}","{'challenges': 0.0, 'vision': 0.45267175000000004, 'idea': 0.548292, 'concept': -0.783421, 'anti-piracy': 0.0, 'Humanitarian Assistance': 0.0, 'India': 0.0, 'climate': 0.019584500000000005, 'South-East Asia': 0.25468233333333334, 'five-day visit': 0.0, 'Security': -0.04360649999999999, 'diverse nature': 0.0, 'renewable energy': 0.686339, 'threats': -0.783421, 'country': 0.396564, 'stability': 0.850606, 'security': -0.04360649999999999, 'regional maritime architecture': -0.02099775000000001, 'region': 0.5753725000000001, 'peace': 0.7530635, 'IORA': 0.66453, 'Indo-Pacific region': 0.5753725000000001, 'Vietnam': 0.964601, 'Indian Ocean conference': -0.028223666666666685, 'EAM': 0.964601, 'South Asia': 0.25468233333333334, 'economic importance': 0.3820235, 'private maritime security': 0.12244339999999998, 'maritime safety': -0.02099775000000001, 'Disaster Relief': -0.3917105, 'Indian Ocean': -0.028223666666666685, 'common vision': 0.45267175000000004}"
647,676,"{'Triveni Sangam Ghat': 0.1923716666666667, 'floral tributes': 0.02220566666666668, 'exemplary statesman': -0.441242, 'India': -0.7171325, 'ashes': 0.04186366666666667, 'Jaunpur': 0.0, 'tributes': 0.02220566666666668, 'People': 0.644193, 'Bihari Vajpayee': -0.045926800000000004, 'Gujarat': 0.0, 'various parts': 0.0, 'Triveni Sangam': 0.1923716666666667, 'urn': -0.577576, 'Pandey': -0.917797, 'peace': -0.441242, 'Uttar Pradesh': 0.0, 'Jan Nayak': 0.0, 'Nations Secretary-General Antonio': 0.42637, 'different states': -0.3774756666666666, 'Asthi Kalash Yatra': 0.2968575, 'Mahendra Nath Pandey': -0.917797, 'people': 0.644193}","{'sources': -0.961761, 'state Assembly': -0.94535, 'Twitter': -0.875661, 'Magistrate Raj Shekhar': -0.905902, 'narrow escape': -0.94535, 'dignitaries': -0.905902, 'banks': -0.9256260000000001, 'legislator': -0.94535, 'police personnel': -0.9591449999999999, 'boat': -0.952174, 'Police Dilip Kumar': -0.9591449999999999}","{'immersion': 0.0, 'ANI': 0.0, 'rally': 0.556864, 'elections': -0.6678265000000001, 'military honours': 0.0, 'Uttar Pradesh': 0.0, 'Yamuna': 0.0, 'Asthi Kalash Yatra': 0.278432, 'respect': 0.0, 'controversy': 0.556864, 'Congress': -0.416905, 'Kalash Yatra': 0.278432, 'ashes': 0.0, 'Minister Azam Khan': 0.556864, 'political gains': -0.682709, 'Shukla': -0.83381, 'Ganga': 0.0, 'Prem Ashram': 0.0, 'Bharatiya Janata Party': 0.556864, 'government': 0.0, 'Vajpayee': -0.16136157142857144}"
648,677,"{'holy Silver Mace': 0.306613, 'shortest Baltal tracks': 0.0, 'obeisance': 0.613226}","{'Army': -0.75219, 'officials': -0.774872, 'Shiva': 0.0, 'Lord Shiva': 0.0, 'J-K Police': -0.5641425, 'custodian Mahant Deepindra': 0.0, 'officers': -0.782497, 'camp': -0.3912485, 'pilgrimage': 0.0, 'Kashmir Police': -0.451314, 'Amarnath-bound vehicles': 0.260157, 'police administrations': -0.5641425, 'weather-related incidents': -0.86341, 'motorcycle squads': 0.260157, 'Mubarak': 0.0, 'devotees': 0.0, 'Armed Police Forces': -0.376095, 'natural causes': -0.86341, 'group': 0.0, 'government': -0.2460165, 'pilgrims': -0.4230005, 'cave shrine': 0.0, 'people': -0.669115, 'ongoing sanitation': 0.0, 'Various security measures': -0.22957220000000006, 'Deputy Commissioner Piyush': 0.0, 'initiatives': 0.0, 'paramilitary forces': -0.25073, 'deaths': -0.669115, 'service providers': -0.669115}","{'Army': -0.737411, 'officials': -0.7858385, 'Shiva': -0.737411, 'J-K Police': -0.208833, 'custodian Mahant Deepindra': 0.0, 'officers': -0.743979, 'camp': -0.3719895, 'pilgrimage': -0.827698, 'Amarnath-bound vehicles': 0.260157, 'deaths': -0.608247, 'police administrations': -0.208833, 'prayers': -0.83436, 'motorcycle squads': 0.260157, 'devotees': 0.0, 'Armed Police Forces': -0.38502566666666665, 'group': 0.0, 'natural causes': -0.859451, 'government': 0.0, 'pilgrims': -0.8297410000000001, 'cave shrine': -0.7907854999999999, 'people': -0.781718, 'ongoing sanitation': 0.0, 'Various security measures': -0.24851800000000002, 'Deputy Commissioner Piyush': 0.0, 'initiatives': 0.0, 'Mubarak': -0.737411, 'service providers': -0.608247}"
649,678,"{'constructive opposition': -0.737284, 'remarks': -0.8878205, 'Supari': -0.970672, 'Muslim Brotherhood': -0.804969, 'global agencies': -0.944832, 'RSS': -0.804969, 'role': -0.627222, 'Congress': -0.5949113333333332, 'efforts': -0.970672, 'Sunni Islamist organization': -0.804969, 'party spokesperson': -0.4024845, 'anti-Sikh riots': 0.0}","{'Arthur Road Jail': -0.645792, 'charge': -0.780655, 'Indian prisons': -0.14951650000000002, 'extradition request': 0.0, 'Barack Number': -0.629485, 'Nirav Modi': -0.154705, 'Minister Narendra Modi': -0.009257800000000028, 'case': -0.700003, 'natural light': -0.557119, 'Twitter': -0.715425, 'Central Bureau': -0.557119, 'Indian authorities': -0.14951650000000002, 'jewellers Nirav Modi': -0.154705, 'Indian journalists': -0.14951650000000002, 'Indian people': -0.13290355555555558, 'Prime Minister': 0.208913, 'Justice': 0.648233, 'Vijay Mallya Vijay': -0.44284166666666663, 'Vijay Mallya': -0.44284166666666663, 'Indian jails': -0.21068166666666668}","{'Arthur Road Jail': -0.7251325000000001, 'question': 0.0, 'Indian prisons': -0.27965700000000004, 'Photo Credit': -0.70762, 'financial scandals': 0.0, 'different jail': -0.7251325000000001, 'Modi government': -0.53537, 'Vijay Mallya extradition': -0.6452251999999999, 'controversies': 0.0, 'fugitive Vijay Mallya': -0.6695298000000001, 'fugitive businessman': -0.771331, 'decent places': -0.70762, 'Indian people': -0.3664294, 'United Kingdom': -0.70762, 'CBI': 0.0, 'Justice': -0.683446, 'Vijay Mallya': -0.62815175, 'shelter': 0.0, 'four-day tour': -0.70762, 'extradition': -0.713519, 'UK authorities': -0.713519}"
650,679,"{'constructive opposition': -0.737284, 'bank politics': 0.0, 'remarks': -0.8713795, 'Supari': -0.948789, 'Muslim Brotherhood': -0.804969, 'global agencies': -0.944832, 'RSS': -0.804969, 'India': -0.8191170000000001, 'role': -0.737284, 'efforts': -0.948789, 'Sunni Islamist organization': -0.804969, 'anti-Sikh riots': 0.0}","{'post': -0.438121, 'different directions': -0.438121, 'handle': -0.16174666666666665, 'Twitter': -0.2190605, 'twitterati': -0.532569}","{'foreign policies': -0.792819, 'idea': -0.39459133333333335, 'PM Modi': 0.0, 'Muslim Brotherhood': -0.5258525, 'quality': -0.030851500000000004, 'RSS': -0.5236230000000001, 'India': -0.33526675, 'facets': 0.448973, 'nature': -0.560594, 'Finance Minister': 0.0, 'social media': 0.62241, 'Patra': -0.8897425000000001, 'maturity': -0.379784}"
651,680,"{'investigation': 0.0, 'terror outfit': 0.0, 'Police': 0.0, 'case': 0.0, 'relevant sections': 0.0}","{'police officer': -0.5689781666666667, 'casualties': -0.796081, 'explosive devices': -0.796081, 'Police': -0.5092224, 'hideouts': -0.735555, 'overnight operations': -0.48803100000000005, 'officer': -0.8016559999999999, 'Sawaym Prakash Pani': 0.0, 'Jammu': -0.9052785, 'Twitter': 0.0, 'Inspector General': -0.28925233333333333, 'joint operation': -0.48803100000000005, 'persons': -0.719677, 'Inspector rank': -0.4338785, 'police': -0.5092224, 'gunfight': -0.95289, 'Official sources': -0.881995, 'body': -0.432442, 'families houses': -0.8102873333333332, 'Eid': -0.867757}","{'ANI': 0.0, 'internet services': 0.0, 'hideouts': -0.90726, 'material': 0.0, 'Kokernag area': -0.54690275, 'Jammu': 0.0, 'huge quantity': 0.0, 'Kokernag': -0.759383, 'Indian Army': -0.347326, 'militants': -0.675284, 'Lashkar-e-Taiba': -0.681731, 'encounter': -0.3813865, 'report': -0.381347, 'Sapore district': -0.681731, 'search operation': -0.3344225, 'Pakistani nationality': 0.0, 'Kashmir’s Anantnag': -0.8785905}"
652,681,"{'state': 0.31229466666666666, 'Prime': 0.0, 'ocassion': 0.936884, 'different states': 0.234221, 'Asthi Kalash Yatra': 0.027645857142857135, 'place': 0.0, 'different districts': 0.0, 'Ashthi Kalash Yatra': 0.027645857142857135, 'Minister Manohar Parrikar': 0.3944493333333334, 'Prime Minister': 0.3944493333333334, 'Kalash': 0.027645857142857135, 'tributes': 0.0, 'Minister Atal Ji': 0.4122885, 'Prime Minister Atal': 0.4122885, 'Large number': 0.31229466666666666, 'Asthi Kalash': 0.027645857142857135, 'late PM Asthi': 0.027645857142857135, 'people': 0.31229466666666666, 'country': 0.0, 'local people': 0.468442, 'Mandovi River': 0.465806}","{'leader': -0.18539499999999998, 'mobile phones': 0.0, 'Governor Ram Naik': -0.2628615, 'honour': 0.0, 'political leaders': -0.18539499999999998, 'case': 0.0, 'Lucknow': 0.0, 'strong bond': 0.0, 'Gomti river': 0.0, 'minister Rajnath Singh': 0.4688004, 'India': 0.768712, 'Atalji': 0.0, 'Samajwadi Party': -0.09074633333333333, 'gram swaraj': 0.0, 'special vehicle': 0.0, 'Samajwadi': -0.272239, 'display': 0.0, 'Twitter': 0.0, 'chaand rahegaa': 0.0, 'memory': 0.657242, 'successive elections': 0.0, 'Suheldev Bharatiya Samaj': 0.0, 'prime minister': 0.385093, 'amar rahe': 0.0, 'Golden Quadrilateral project': 0.65297, 'Minister': 0.385093, 'Bharatiya Janata Party': -0.09074633333333333, 'Prime Minister Atal': 0.385093, 'Gram Sadak Yojana': 0.0}","{'national capital': -0.3791475, 'Chhattisgarh': -0.854225, 'Assembly elections': -0.7481583333333334, 'various institutions': -0.758295, 'presidents': 0.0, 'Atal-ji': -0.771679, 'respect': -0.761932, 'Shukla': 0.017069999999999974, 'Karuna': 0.6468995, 'Kanti Mishra statement': 0.36055466666666663, 'Kanti Mishra': 0.921798, 'nation': 0.889558, 'Vajpayee': 0.494786, 'PTI': -0.896818, 'statement': 0.10232149999999995, 'saffron party': -0.614277, 'immersion': 0.495069, 'military honours': 0.0, 'state': -0.33597866666666665, 'different states': -0.33597866666666665, 'Karuna Shukla': 0.12045466666666664, 'Bharatiya Janata Party': -0.614277, 'veteran leader': 0.495069, 'Smriti Sthal': 0.0, 'respects': -0.761932}"
653,682,"{'roads': 0.0, 'Central team': -0.59776, 'flood': 0.12507000000000001, 'adequate relief measures': 0.13328833333333334, 'relief operations': 0.13328833333333334, 'Restoration': 0.0, 'state': 0.16608250000000002, 'relief package': 0.13328833333333334, 'Air Force': 0.0, 'electricity connections': 0.0, 'people': -0.499588, 'report': 0.8479, 'district': -0.420603}","{'state government': 0.342236, 'officials': -0.399571, 'Ms Sitharaman': 0.719874, 'areas': 0.5271995, 'state': 0.342236, 'Karnataka BJP': 0.285593, 'Rescue teams': 0.110061, 'relief camp': 0.3281795, 'various agencies': 0.0, 'landslide-hit areas': 0.5271995, 'Dakshina Kannada': 0.0, 'floods': 0.295659, 'administration': 0.824481, 'Rajya Sabha member': 0.684472, 'relief operations': 0.3281795, 'Kushalnagar': 0.285593, 'Kuvempu Layout': 0.285593, 'Schools': 0.0, 'relief': 0.3281795, 'Kodagu': -0.40612}","{'ANI': 0.7939510000000001, 'Kodagu': 0.30366066666666663, 'Area Development': 0.5609460000000001, 'buildings': -0.489423, 'air force': -0.361186, 'electricity connections': -0.489423, 'Parliament': 0.32935833333333336, 'heavy rainfall': 0.05713466666666667, 'Indian Army': -0.361186, 'work': 0.199831, 'Parliament Local Area': 0.5386431666666667, 'people': -0.608786, 'flood-hit district': 0.07895480000000002, 'water': -0.489423, 'district': 0.07895480000000002, 'restoration': -0.361186}"
654,683,"{'BJP': -0.9758779999999999, 'Culture': -0.937472, 'BJP Spokesperson Sambit': -0.9758779999999999}","{'real risk': 0.0, 'vision': -0.9149, 'large number': -0.707845, 'idea': -0.969563, 'Syria': -0.732185, 'BJP government': -0.9071636666666666, 'India': -0.859266, 'Indian economy': -0.3577125, 'poor farmers': -0.958869, 'law': 0.0, 'medium businesses': -0.4794345, 'lower caste people': -0.8307173333333333, 'spaces': -0.673416, 'country': -0.881689, 'BJP': -0.9329179999999999, 'Minister Mukhtar Abbas': -0.618664, 'insurgency': -0.512508, 'ISIS': -0.9452313333333334, 'space': -0.673416, '21st century': -0.829979, 'tribal communities': -0.958869, 'incidents': -0.706932, 'prime minister': -0.618664, 'particular tribe': -0.855655, 'Bucerius Summer School': -0.770043, 'people': -0.8307173333333333, 'small businesses': -0.4794345, 'horrific idea': -0.969563, 'threat': -0.969563, 'development': -0.819413}","{'better position': 0.501848, 'values': 0.895146, 'Indians structure': 0.5103801666666666, 'planet': -0.590108, 'strategic relationship': 0.9034454999999999, 'ideas': 0.8634044999999999, 'China': 0.41041, 'India': 0.634556, 'democracy': 0.838683, 'session': 0.0, 'different visions': 0.0, 'Indian Overseas Congress': 0.5403067142857142, 'visitors': 0.0, 'Indian': 0.5103801666666666, 'stable good relationship': 0.9034454999999999, 'world': 0.0, 'major player': 0.0, 'Congress president': 0.444982, 'conflict': 0.501848, 'interactions': 0.0, 'event': 0.61508, 'Congress': 0.667473, 'United States': 0.6436766666666666, 'Indian Overseas': 0.5103801666666666}"
