ID_1,ndtv_dd_wordnet
962,"{'accreditation': ['accreditation', 1.0], 'medium': ['medium', 1.0], 'journalist': ['journalist', 1.0], 'determination': ['determination', 1.0], 'permanently': ['permanently', 1.0], 'guideline': ['guideline', 1.0], 'news': ['news', 1.0], 'ministry': ['ministry', 1.0], 'air': ['telecast', 0.5], 'ailment': ['ailment', 1.0], 'misdemeanor': ['misdemeanor', 1.0], 'cancel': ['cancel', 1.0], 'suspend': ['suspend', 1.0], 'agency': ['agency', 1.0], 'propagate': ['propagate', 1.0], 'journalistic': ['journalistic', 1.0], 'item': ['item', 1.0], 'broadcaster': ['broadcaster', 1.0], 'state': ['state', 1.0], 'publication': ['publication', 1.0], 'information': ['information', 1.0], 'analyze': ['analyze', 1.0], 'ethical_motive': ['ethical_motive', 1.0], 'dwell': ['dwell', 1.0], 'request': ['request', 1.0], 'regulative': ['regulative', 1.0], 'case': ['case', 1.0], 'standard': ['standard', 1.0], 'representative': ['representative', 1.0], 'electronic': ['electronic', 1.0], 'respectively': ['respectively', 1.0], 'confirm': ['confirm', 1.0], 'check': ['check', 1.0], 'association': ['association', 1.0], 'make': ['make', 1.0], 'behavior': ['behavior', 1.0], 'complete': ['complete', 1.0], 'release': ['release', 1.0], 'time_period': ['time_period', 1.0], 'measure': ['measure', 1.0], 'seek': ['seek', 1.0], 'reach': ['reach', 1.0], 'committee': ['committee', 1.0], 'calendar_month': ['calendar_month', 1.0], 'establish': ['establish', 1.0], 'till': ['till', 1.0], 'monday': ['monday', 1.0], 'expect': ['expect', 1.0], 'come': ['come', 1.0], 'second': ['second', 1.0], 'part': ['part', 1.0], 'centre': ['operation', 0.11]}"
963,"{'request': ['request', 1.0], 'reappraisal': ['reappraisal', 1.0], 'exist': ['supreme', 0.33], 'atrocity': ['atrocity', 1.0], 'act': ['act', 1.0], 'deputation': ['organization', 0.5], 'project': ['center', 0.25], 'law': ['law', 1.0], 'scandium': ['part', 0.2], 'protect': ['safeguard', 0.5], 'court': ['court', 1.0], 'case': ['case', 1.0], 'convey': ['reflect', 0.17], 'apprehension': ['apprehension', 1.0], 'registration': ['registration', 1.0], 'offense': ['offense', 1.0], 'top': ['centre', 0.14], 'file': ['file', 1.0], 'dilute': ['dilute', 1.0], 'restore': ['write', 0.17], 'harassment': ['affect', 0.17], 'discrimination': ['enactment', 0.2], 'person': ['innocent', 0.5], 'commissariat': ['dilution', 0.12], 'position': ['detail', 0.14], 'supplication': ['question', 0.2], 'protest': ['order', 0.2], 'friday': ['days', 0.14]}"
964,"{'payment': ['payment', 1.0], 'victim': ['victim', 1.0], 'hundred_thousand': ['one', 0.2], 'announce': ['announce', 1.0], 'present': ['kill', 0.25], 'person': ['person', 1.0], 'agenda': ['external', 0.14], 'roentgen': ['trace', 0.11], 'escape': ['occupation', 0.2], 'muslim': ['indian', 0.94], 'pass': ['pass', 1.0], 'aircraft': ['airplane', 0.33], 'punjab': ['punjab', 1.0], 'bring': ['transport', 0.25], 'panic': ['identity', 0.12], 'state': ['family', 0.25], 'tuesday': ['monday', 0.33], 'back': ['back', 1.0], 'particular': ['particular', 1.0], 'general': ['general', 1.0], 'populate': ['populate', 1.0]}"
965,"{'punjab': ['punjab', 1.0], 'services': ['services', 1.0], 'dongle': ['medium', 0.2], 'keep': ['keep', 1.0], 'tomorrow': ['tomorrow', 1.0], 'atrocity': ['force', 0.17], 'gain': ['several', 0.25], 'bus': ['bus', 1.0], 'schedule': ['schedule', 1.0], 'dilution': ['dilution', 1.0], 'suspension': ['suspension', 1.0], 'prevention': ['examination', 0.2], 'order': ['order', 1.0], 'public': ['public', 1.0], 'official': ['official', 1.0], 'government': ['government', 1.0], 'law': ['class', 0.33], 'misinformation': ['request', 0.25], 'administration': ['administration', 1.0], 'suspend': ['suspend', 1.0], 'state': ['state', 1.0], 'association': ['organization', 0.5], 'roadway': ['road', 0.5], 'act': ['act', 1.0], 'perturbation': ['education', 0.33], 'sentiment': ['security', 0.17], 'express': ['express', 1.0]}"
966,"{'request': ['request', 1.0], 'reappraisal': ['reappraisal', 1.0], 'atrocity': ['atrocity', 1.0], 'act': ['social', 0.33], 'patriot': ['person', 0.33], 'tribe': ['tribe', 1.0], 'schedule': ['schedule', 1.0], 'caste': ['peace', 0.2], 'file': ['file', 1.0], 'court': ['court', 1.0], 'case': ['case', 1.0], 'deputation': ['union', 0.33], 'prevention': ['prevention', 1.0], 'shankar': ['shankar', 1.0], 'government': ['government', 1.0], 'party': ['party', 1.0], 'recourse': ['protection', 0.25], 'march': ['january', 0.33], 'port_vila': ['centre', 0.12], 'order': ['order', 1.0], 'teach': ['repeat', 0.25], 'leadership': ['administration', 0.33], 'document': ['act', 0.33], 'pressure': ['consequence', 0.2], 'ailment': ['agitation', 0.17], 'include': ['include', 1.0], 'curate': ['curate', 1.0], 'discourse': ['intervene', 0.11]}"
967,"{'deputation': ['deputation', 1.0], 'situation': ['situation', 1.0], 'riot': ['violence', 0.5], 'guarantee': ['west', 0.33], 'senior': ['senior', 1.0], 'bengal': ['area', 0.25], 'member': ['governor', 0.14], 'report': ['report', 1.0], 'shackle': ['random-access_memory', 0.14], 'visit': ['visit', 1.0], 'stock': ['stock', 1.0], 'camp': ['camp', 1.0]}"
968,"{'terrorist': ['terrorist', 1.0], 'operations': ['brush', 0.17], 'kill': ['kill', 1.0], 'army': ['army', 1.0], 'kashmir': ['kashmir', 1.0], 'force': ['force', 1.0], 'meet': ['meet', 1.0], 'lose': ['lose', 1.0], 'security': ['security', 1.0], 'shelter': ['area', 0.12], 'topographic_point': ['topographic_point', 1.0], 'resistance': ['way', 0.25], 'law': ['interim', 0.14], 'soldier': ['jawan', 0.5], 'populate': ['populate', 1.0], 'sunday': ['year', 0.17], 'resignation': ['operation', 0.17], 'receive': ['receive', 1.0], 'trouble': ['tighten', 0.2], 'bullet': ['rifle', 0.17], 'brief': ['tax_return', 0.33], 'civilian': ['civilian', 1.0], 'mean': ['take', 0.11]}"
969,"{'collar': ['fleet', 0.2], 'paper': ['paper', 1.0], 'leak': ['leak', 1.0], 'class': ['class', 1.0], 'suspend': ['suspend', 1.0], 'official': ['official', 1.0], 'teacher': ['teacher', 1.0], 'board': ['board', 1.0], 'police': ['police', 1.0], 'coach': ['coach', 1.0], 'delhi': ['delhi', 1.0], 'economics': ['economics', 1.0], 'fact': ['group', 0.17], 'send': ['send', 1.0], 'document': ['document', 1.0], 'include': ['include', 1.0], 'private': ['private', 1.0], 'school': ['school', 1.0], 'education': ['education', 1.0], 'hours': ['days', 0.2], 'allege': ['allege', 1.0], 'take': ['take', 1.0], 'cardinal': ['cardinal', 1.0], 'state': ['state', 1.0], 'people': ['people', 1.0]}"
970,"{'night': ['night', 1.0], 'herd': ['magisterial', 0.25], 'family': ['family', 1.0], 'collapse': ['collapse', 1.0], 'people': ['people', 1.0], 'stand': ['stay', 0.25], 'building': ['building', 1.0], 'rescue': ['case', 0.17], 'force': ['force', 1.0], 'die': ['die', 1.0], 'police': ['police', 1.0], 'curate': ['curate', 1.0]}"
971,"{'shah': ['shah', 1.0], 'code': ['code', 1.0], 'check': ['check', 1.0], 'roentgen': ['roentgen', 1.0], 'model': ['model', 1.0], 'assembly': ['medium', 0.2], 'misdemeanor': ['misdemeanor', 1.0], 'behavior': ['behavior', 1.0], 'ailment': ['ailment', 1.0], 'seating': ['day', 0.12], 'give': ['crisp', 0.33], 'family': ['family', 1.0], 'state': ['state', 1.0], 'announce': ['address', 0.25], 'head': ['head', 1.0], 'election': ['election', 1.0], 'worker': ['worker', 1.0], 'leadership': ['audience', 0.2], 'congress': ['congress', 1.0], 'trip': ['tour', 0.33], 'president': ['president', 1.0], 'see': ['concentrate', 0.2], 'visit': ['visit', 1.0], 'money': ['norm', 0.25]}"
972,"{'promote': ['promote', 1.0], 'road': ['road', 1.0], 'deadline': ['foundation', 0.17], 'comfort': ['power', 0.17], 'undertaking': ['undertaking', 1.0], 'get_down': ['primary', 0.33], 'commuter': ['commuter', 1.0], 'party': ['department', 0.17], 'state': ['district', 0.33], 'construction': ['construction', 1.0], 'inaugurate': ['inaugurate', 1.0], 'curate': ['curate', 1.0]}"
973,"{'deputation': ['party', 0.33], 'police': ['police', 1.0], 'situation': ['situation', 1.0], 'riot': ['violence', 0.5], 'absolutely': ['west', 0.97], 'senior': ['senior', 1.0], 'state': ['state', 1.0], 'member': ['member', 1.0], 'team': ['committee', 0.25], 'report': ['report', 1.0], 'military_policeman': ['person', 0.2], 'shah': ['shah', 1.0], 'town': ['district', 0.25], 'administration': ['administration', 1.0], 'bengal': ['area', 0.25], 'return': ['return', 1.0], 'clang': ['clang', 1.0], 'group': ['group', 1.0], 'stock': ['stock', 1.0], 'keep': ['keep', 1.0], 'celebration': ['incident', 0.17], 'visit': ['visit', 1.0], 'military_officer': ['military_officer', 1.0]}"
974,"{'shah': ['shah', 1.0], 'code': ['power', 0.14], 'unit_of_measurement': ['day', 0.2], 'model': ['rule', 0.25], 'assembly': ['medium', 0.2], 'vote': ['action', 0.33], 'murder': ['kill', 0.5], 'family': ['family', 1.0], 'tuesday': ['saturday', 0.33], 'polls': ['district', 0.17], 'announce': ['repeat', 0.25], 'state': ['state', 1.0], 'head': ['person', 0.33], 'worker': ['worker', 1.0], 'visit': ['visit', 1.0], 'leadership': ['leadership', 1.0], 'congress': ['congress', 1.0], 'trip': ['tour', 0.33], 'president': ['president', 1.0], 'hand': ['head', 0.25], 'region': ['end', 0.33]}"
975,"{'paper': ['paper', 1.0], 'class': ['class', 1.0], 'examination': ['action', 0.25], 'economics': ['economics', 1.0], 'student': ['student', 1.0], 'leak': ['leak', 1.0], 'window': ['street', 0.11], 'mathematics': ['mathematics', 1.0], 'delhi': ['delhi', 1.0], 'redirect_examination': ['redirect_examination', 1.0], 'restrict': ['restrict', 1.0], 'secondary': ['secondary', 1.0], 'decision': ['decision', 1.0], 'make': ['happen', 0.33], 'document': ['document', 1.0], 'take': ['take', 1.0], 'april': ['april', 1.0], 'board': ['state', 0.17], 'july': ['july', 1.0], 'announce': ['ask', 0.25], 'information': ['information', 1.0], 'suffer': ['suffer', 1.0], 'concern': ['matter', 0.5], 'inquiry': ['inquiry', 1.0], 'nothing': ['delay', 0.17], 'evidence': ['case', 0.14]}"
976,"{'paper': ['paper', 1.0], 'leak': ['leak', 1.0], 'economics': ['economics', 1.0], 'message': ['message', 1.0], 'trace': ['trace', 1.0], 'beginning': ['beginning', 1.0], 'go_around': ['go_around', 1.0], 'board': ['board', 1.0], 'class': ['class', 1.0], 'commissioner': ['commissioner', 1.0], 'mathematics': ['mathematics', 1.0], 'holiness': ['helplessness', 0.25], 'receive': ['joint', 0.25], 'student': ['student', 1.0], 'case': ['case', 1.0], 'social': ['social', 1.0], 'examination': ['examination', 1.0], 'medium': ['medium', 1.0], 'lodge': ['lodge', 1.0], 'course': ['action', 0.2], 'parent': ['parent', 1.0], 'urge': ['announce', 0.12], 'official': ['official', 1.0], 'reprobate': ['perpetrator', 0.33], 'code': ['code', 1.0], 'register': ['register', 1.0], 'state': ['state', 1.0], 'probe': ['probe', 1.0], 'matter': ['matter', 1.0], 'toilet': ['toilet', 1.0], 'team': ['team', 1.0], 'redirect_examination': ['redirect_examination', 1.0], 'oversee': ['oversee', 1.0], 'trouble': ['trouble', 1.0], 'military_officer': ['military_officer', 1.0], 'police': ['police', 1.0], 'inspector': ['inspector', 1.0], 'even': ['even', 1.0], 'refer': ['refer', 1.0], 'get_down': ['get_down', 1.0], 'cheat': ['cheat', 1.0], 'secondary': ['secondary', 1.0], 'breach': ['breach', 1.0], 'spot': ['spot', 1.0]}"
977,"{'data': ['data', 1.0], 'network': ['network', 1.0], 'privacy': ['privacy', 1.0], 'cambridge_university': ['cambridge_university', 1.0], 'influence': ['influence', 1.0], 'response': ['response', 1.0], 'electronics': ['electronics', 1.0], 'misapply': ['use', 0.5], 'seek': ['seek', 1.0], 'ministry': ['ministry', 1.0], 'social': ['social', 1.0], 'information': ['information', 1.0], 'company': ['company', 1.0], 'personal': ['personal', 1.0], 'stairs': ['stairs', 1.0], 'control': ['firm', 0.33], 'state': ['state', 1.0], 'publish': ['publish', 1.0], 'put': ['put', 1.0], 'user': ['user', 1.0], 'medium': ['medium', 1.0], 'question': ['question', 1.0], 'letter': ['letter', 1.0], 'safety': ['safety', 1.0], 'raise': ['raise', 1.0], 'measure': ['measure', 1.0], 'details': ['details', 1.0], 'week': ['week', 1.0], 'extra': ['extra', 1.0], 'reappraisal': ['demographic', 0.1], 'policy': ['policy', 1.0], 'come': ['come', 1.0], 'april': ['april', 1.0], 'erin': ['erin', 1.0], 'post': ['post', 1.0], 'questionable': ['questionable', 1.0], 'minster': ['plant', 0.12], 'reach': ['reach', 1.0], 'update': ['update', 1.0], 'statement': ['statement', 1.0]}"
978,"{'retire': ['retire', 1.0], 'house': ['house', 1.0], 'mononuclear_phagocyte_system': ['mononuclear_phagocyte_system', 1.0], 'forget': ['ternary', 0.33], 'always': ['always', 1.0], 'service': ['education', 0.25], 'lend': ['lend', 1.0], 'member': ['member', 1.0], 'compliment': ['laud', 0.33], 'command': ['command', 1.0], 'separation': ['presence', 0.25], 'democracy': ['penetration', 0.14], 'military_policeman': ['deputy', 0.33], 'society': ['leadership', 0.25], 'section': ['bill', 0.2], 'issue': ['issue', 1.0], 'reelect': ['elect', 0.5], 'success': ['event', 0.33], 'politician': ['president', 0.25], 'idea': ['idea', 1.0], 'significantly': ['significantly', 1.0], 'experience': ['experience', 1.0], 'contribution': ['contribution', 1.0], 'batch': ['moment', 0.17], 'open': ['open', 1.0]}"
979,"{'class': ['class', 1.0], 'examination': ['examination', 1.0], 'mathematics': ['mathematics', 1.0], 'economics': ['economics', 1.0], 'question': ['question', 1.0], 'refer': ['fresh', 0.33], 'announce': ['announce', 1.0], 'news': ['document', 0.14], 'decision': ['decision', 1.0], 'date': ['date', 1.0], 'take': ['take', 1.0], 'report': ['report', 1.0]}"
980,"{'cambridge_university': ['cambridge_university', 1.0], 'congress': ['congress', 1.0], 'person': ['user', 0.5], 'controversial': ['controversial', 1.0], 'mirror': ['universe', 0.12], 'firm': ['firm', 1.0], 'law': ['culture', 0.17], 'use': ['use', 1.0], 'deposition': ['chemical_reaction', 0.14], 'answer': ['apology', 0.2], 'question': ['disclosure', 0.2], 'categorical': ['wylie', 0.88], 'privacy': ['temperature', 0.1], 'company': ['company', 1.0], 'truth': ['proof', 0.2], 'citizen': ['voter', 0.5], 'tuesday': ['days', 0.14], 'claim': ['claim', 1.0], 'gandhi': ['gandhi', 1.0], 'believe': ['believe', 1.0], 'footing': ['politics', 0.2], 'privation': ['resignation', 0.12], 'state': ['state', 1.0], 'depose': ['depose', 1.0], 'survey': ['undertaking', 0.2], 'industry': ['election', 0.14], 'client': ['client', 1.0], 'runup': ['whistle', 0.17], 'employee': ['employee', 1.0], 'sport': ['sport', 1.0]}"
981,"{'retire': ['retire', 1.0], 'member': ['member', 1.0], 'house': ['house', 1.0], 'forget': ['upper', 0.33], 'service': ['aid', 0.25], 'command': ['command', 1.0], 'separation': ['life', 0.25], 'experience': ['experience', 1.0], 'state': ['state', 1.0], 'section': ['chapter', 0.5], 'politician': ['president', 0.25], 'surpass': ['surpass', 1.0], 'success': ['start', 0.25], 'society': ['society', 1.0], 'great': ['great', 1.0]}"
982,"{'panchayat': ['panchayat', 1.0], 'court': ['court', 1.0], 'values': ['judgment', 0.25], 'stop': ['action', 0.17], 'corporate': ['accept', 0.87], 'marriage': ['marriage', 1.0], 'killing': ['killing', 1.0], 'guideline': ['words', 0.12], 'influence': ['justice', 0.17], 'adult': ['adult', 1.0], 'law': ['law', 1.0], 'warn': ['take', 0.17], 'rede': ['urge', 0.5], 'supreme': ['supreme', 1.0], 'state': ['state', 1.0], 'corner': ['centre', 0.17], 'direction': ['end', 0.14], 'approach': ['pass', 0.25]}"
983,"{'panchayat': ['panchayat', 1.0], 'court': ['court', 1.0], 'intervention': ['intervention', 1.0], 'society': ['couple', 0.2], 'responsible': ['illegal', 0.98], 'marriage': ['marriage', 1.0], 'killing': ['killing', 1.0], 'guideline': ['words', 0.12], 'influence': ['justice', 0.17], 'stop': ['action', 0.17], 'adult': ['adult', 1.0], 'law': ['law', 1.0], 'warn': ['take', 0.17], 'rede': ['urge', 0.5], 'state': ['state', 1.0], 'corner': ['centre', 0.17], 'direction': ['landmark', 0.14], 'approach': ['pass', 0.25]}"
984,"{'data': ['data', 1.0], 'congress': ['congress', 1.0], 'irani': ['user', 0.2], 'party': ['party', 1.0], 'delete': ['delete', 1.0], 'jeer': ['ask', 0.14], 'gandhi': ['gandhi', 1.0], 'discontinue': ['third', 0.33], 'friend': ['friend', 1.0], 'share': ['share', 1.0], 'allegation': ['allegation', 1.0], 'stress': ['air', 0.14], 'waiter': ['waiter', 1.0], 'shop': ['shop', 1.0], 'cambridge_university': ['cambridge_university', 1.0], 'postscript': ['information', 0.17], 'technical_school': ['technical_school', 1.0], 'concede': ['associate', 0.17], 'page': ['trump', 0.14], 'mainstream': ['literacy', 0.12], 'scandal': ['question', 0.12], 'double': ['raise', 0.25], 'misuse': ['game', 0.25], 'hello': ['hello', 1.0], 'access': ['access', 1.0], 'consent': ['permission', 0.5], 'location': ['handle', 0.2]}"
985,"{'data': ['data', 1.0], 'congress': ['congress', 1.0], 'burying': ['care', 0.2], 'share': ['name', 0.14], 'counter': ['answer', 0.5], 'even': ['even', 1.0], 'know': ['know', 1.0], 'state': ['state', 1.0], 'tweet': ['tweet', 1.0], 'righteous': ['gandhi', 0.69], 'march': ['date', 0.11], 'normally': ['normally', 1.0], 'friend': ['tom', 0.25], 'series': ['series', 1.0], 'ask': ['ask', 1.0], 'waiter': ['waiter', 1.0], 'fictional_character': ['issue', 0.12], 'information': ['information', 1.0], 'curate': ['curate', 1.0], 'spy': ['spy', 1.0], 'mention': ['shot', 0.33], 'access': ['access', 1.0], 'delete': ['delete', 1.0]}"
986,"{'ternary': ['ternary', 1.0], 'cogency': ['cogency', 1.0], 'court': ['court', 1.0], 'divorce': ['deal', 0.2], 'constitutional': ['constitutional', 1.0], 'woman': ['woman', 1.0], 'wife': ['wife', 1.0], 'practice': ['practice', 1.0], 'man': ['man', 1.0], 'petitioner': ['person', 0.33], 'muslim': ['muslim', 1.0], 'fundamental_law': ['fundamental_law', 1.0], 'request': ['submission', 0.33], 'time_period': ['monday', 0.2], 'morality': ['justice', 0.33], 'law': ['law', 1.0], 'disassociate': ['disassociate', 1.0], 'judgment': ['issue', 0.2]}"
987,"{'china': ['india', 0.33], 'situation': ['situation', 1.0], 'ready': ['ready', 1.0], 'unanticipated': ['unanticipated', 1.0], 'modernization': ['modernization', 1.0], 'boundary_line': ['boundary_line', 1.0], 'constantly': ['constantly', 1.0], 'force': ['force', 1.0], 'june': ['calendar_month', 0.33], 'work': ['work', 1.0], 'defense_mechanism': ['defense_mechanism', 1.0], 'side': ['side', 1.0], 'channels': ['discussion', 0.25], 'trench': ['medium', 0.17], 'detachment': ['detachment', 1.0], 'lookout': ['head', 0.12], 'flag': ['talk', 0.25], 'state': ['state', 1.0], 'position': ['topographic_point', 0.33], 'territorial': ['territorial', 1.0], 'take': ['take', 1.0], 'diplomatic': ['diplomatic', 1.0], 'reduce': ['change', 0.33], 'draw': ['draw', 1.0], 'status': ['status', 1.0], 'military_personnel': ['military_personnel', 1.0], 'chinese': ['chinese', 1.0]}"
988,"{'data': ['data', 1.0], 'gandhi': ['user', 0.17], 'party': ['party', 1.0], 'use': ['use', 1.0], 'postscript': ['remark', 0.2], 'trespass': ['attempt', 0.25], 'words': ['language', 0.2], 'tweet': ['tweet', 1.0], 'mock': ['continue', 0.2], 'curate': ['curate', 1.0], 'device': ['fan', 0.5], 'manner': ['manner', 1.0], 'yesterday': ['yesterday', 1.0], 'necessitate': ['necessitate', 1.0], 'expose': ['expose', 1.0], 'premier': ['premier', 1.0], 'security': ['safety', 0.5]}"
989,"{'data': ['people', 0.25], 'user': ['farmer', 0.25], 'give': ['preventive', 0.33], 'charge': ['care', 0.17], 'video': ['video', 1.0], 'french': ['yoga', 0.75], 'state': ['state', 1.0], 'like': ['heart', 0.12], 'contact': ['motion', 0.2], 'cambridge_university': ['stent', 0.1], 'tweet': ['start', 0.17], 'sling': ['put', 0.17], 'horn': ['implant', 0.17], 'dub': ['name', 0.5], 'yesterday': ['mass', 0.17]}"
990,"{'party': ['party', 1.0], 'status': ['status', 1.0], 'greater': ['shah', 0.96], 'unfortunate': ['unfortunate', 1.0], 'wholly': ['wholly', 1.0], 'decision': ['decision', 1.0], 'state': ['state', 1.0], 'unilateral': ['unilateral', 1.0], 'consideration': ['consideration', 1.0], 'letter': ['letter', 1.0], 'entirely': ['entirely', 1.0], 'steer': ['steer', 1.0], 'concern': ['concern', 1.0], 'write': ['originate', 0.25], 'alternatively': ['alternatively', 1.0], 'government': ['government', 1.0], 'gesture': ['gesture', 1.0], 'telugu': ['friend', 0.14], 'interpret': ['interpret', 1.0], 'adjournment': ['development', 0.2], 'reluctance': ['growth', 0.12], 'unturned': ['unturned', 1.0], 'political': ['political', 1.0], 'election': ['duty', 0.2], 'widely': ['widely', 1.0], 'repeat': ['inform', 0.33], 'prosperity': ['prosperity', 1.0], 'demand': ['promise', 0.2], 'guarantee': ['guarantee', 1.0], 'funds': ['funds', 1.0]}"
